salary,monthly_savings,goal_years,risk_level,dependents,investment_experience,emergency_fund_months,debt_to_income,current_equity_value,current_debt_value,sip_amount,sip_active,num_stocks,num_mutual_funds,portfolio_total,equity_pct,sip_ratio,diversification_score,action
61773,6583,15,high,1,beginner,6,0.18,151637,269409,0,False,1,4,421046,36.01,0.0,5,SWITCH_TO_EQUITY
77155,33149,12,low,1,expert,3,0.14,437693,450060,9907,True,9,5,887753,49.3,0.1284,14,INCREASE_SIP
84994,34577,13,medium,3,intermediate,6,0.03,53293,187904,0,False,17,9,241197,22.1,0.0,26,START_SIP
56268,9391,12,medium,0,intermediate,8,0.28,27634,348315,0,False,1,1,375949,7.35,0.0,2,DIVERSIFY_PORTFOLIO
43341,10544,14,medium,3,expert,3,0.37,267130,497792,24416,True,16,4,764922,34.92,0.5633,20,EMERGENCY_FUND_BUILD
55584,40650,2,medium,5,intermediate,9,0.21,136382,136146,0,False,0,0,272528,50.04,0.0,0,DIVERSIFY_PORTFOLIO
90467,20042,5,low,2,expert,12,0.33,290837,353342,0,False,0,1,644179,45.15,0.0,1,DIVERSIFY_PORTFOLIO
81726,4768,12,high,0,intermediate,7,0.29,114395,233054,0,False,0,10,347449,32.92,0.0,10,SWITCH_TO_EQUITY
40842,45362,1,medium,3,intermediate,6,0.59,104460,336026,0,False,16,0,440486,23.71,0.0,16,SELL
22600,3505,14,medium,1,expert,4,0.33,330225,37509,0,False,18,0,367734,89.8,0.0,18,REBALANCE
37878,44584,6,low,3,beginner,10,0.59,365363,479812,0,False,2,5,845175,43.23,0.0,7,START_SIP
85711,14647,14,high,5,intermediate,12,0.43,16594,179373,10417,True,9,5,195967,8.47,0.1215,14,CONTINUE_SIP
86745,2915,6,medium,3,expert,4,0.16,378627,59238,0,False,2,14,437865,86.47,0.0,16,REBALANCE
48180,2092,4,high,4,beginner,12,0.01,200645,424521,0,False,0,0,625166,32.09,0.0,0,DIVERSIFY_PORTFOLIO
48887,39649,5,medium,1,intermediate,3,0.25,451466,355432,0,False,9,5,806898,55.95,0.0,14,HOLD
94702,25826,11,high,1,beginner,7,0.47,260742,256807,4392,True,0,7,517549,50.38,0.0464,7,INCREASE_SIP
91310,47154,9,high,5,intermediate,9,0.57,367509,213297,11940,True,6,15,580806,63.28,0.1308,21,INCREASE_SIP
30207,11397,7,low,5,beginner,6,0.11,97128,83742,0,False,8,14,180870,53.7,0.0,22,START_SIP
32809,33500,15,medium,4,beginner,6,0.45,308554,314322,0,False,11,3,622876,49.54,0.0,14,START_SIP
84288,21598,3,medium,2,beginner,3,0.29,25160,304537,0,False,16,6,329697,7.63,0.0,22,HOLD
50005,33139,8,medium,2,expert,7,0.13,6671,482762,2045,True,13,2,489433,1.36,0.0409,15,INCREASE_SIP
42958,16239,15,high,3,intermediate,9,0.05,383179,358474,16155,True,18,4,741653,51.67,0.3761,22,REDUCE_SIP
35225,18928,1,medium,0,intermediate,7,0.27,279934,268775,0,False,10,1,548709,51.02,0.0,11,SELL
91834,3471,2,medium,5,expert,2,0.09,54791,396989,24196,True,9,7,451780,12.13,0.2635,16,EMERGENCY_FUND_BUILD
27273,3196,7,high,5,expert,9,0.58,208052,210961,0,False,0,2,419013,49.65,0.0,2,DIVERSIFY_PORTFOLIO
39288,44154,14,high,0,expert,0,0.08,165502,200705,6872,True,20,6,366207,45.19,0.1749,26,EMERGENCY_FUND_BUILD
95277,11764,1,medium,2,intermediate,7,0.19,196836,401885,11813,True,18,13,598721,32.88,0.124,31,SELL
35422,21541,2,medium,3,beginner,11,0.54,95218,464832,0,False,0,0,560050,17.0,0.0,0,DIVERSIFY_PORTFOLIO
83642,30618,3,low,2,beginner,7,0.21,145585,87856,0,False,18,12,233441,62.36,0.0,30,SWITCH_TO_DEBT
37230,6642,8,high,0,intermediate,9,0.17,257078,453540,0,False,5,14,710618,36.18,0.0,19,SWITCH_TO_EQUITY
34407,19566,3,low,3,beginner,4,0.13,100624,29518,821,True,9,14,130142,77.32,0.0239,23,SWITCH_TO_DEBT
35422,21541,2,medium,3,beginner,11,0.54,95218,464832,0,False,0,0,560050,17.0,0.0,0,DIVERSIFY_PORTFOLIO
94971,3969,11,low,2,beginner,3,0.34,141055,364856,0,False,0,0,505911,27.88,0.0,0,DIVERSIFY_PORTFOLIO
37205,2063,12,low,3,intermediate,6,0.34,357798,138111,8087,True,18,3,495909,72.15,0.2174,21,STOP_SIP
90467,20042,5,low,2,expert,12,0.33,290837,353342,0,False,0,1,644179,45.15,0.0,1,DIVERSIFY_PORTFOLIO
43674,23185,11,high,2,beginner,6,0.35,334151,229231,17932,True,14,1,563382,59.31,0.4106,15,INCREASE_SIP
71707,16638,10,high,0,beginner,10,0.27,34469,335160,3236,True,17,4,369629,9.33,0.0451,21,INCREASE_SIP
44363,48791,12,high,2,expert,6,0.28,354897,359843,0,False,9,12,714740,49.65,0.0,21,START_SIP
52977,21318,4,medium,1,beginner,3,0.58,249618,35755,0,False,8,11,285373,87.47,0.0,19,REBALANCE
41604,27130,1,medium,2,expert,8,0.35,199607,430530,16854,True,11,15,630137,31.68,0.4051,26,SELL
58872,19776,11,high,0,beginner,0,0.2,345277,279860,17158,True,11,7,625137,55.23,0.2914,18,EMERGENCY_FUND_BUILD
32941,2260,2,medium,0,expert,7,0.55,95571,182088,23478,True,11,15,277659,34.42,0.7127,26,STOP_SIP
51598,2168,10,low,3,expert,4,0.52,36305,315170,12563,True,7,9,351475,10.33,0.2435,16,STOP_SIP
71500,2878,8,medium,1,intermediate,9,0.6,91328,416719,17706,True,10,13,508047,17.98,0.2476,23,STOP_SIP
36246,49941,5,medium,0,expert,11,0.11,408332,326119,20110,True,18,4,734451,55.6,0.5548,22,CONTINUE_SIP
59008,19279,10,high,3,beginner,6,0.09,78890,281717,13833,True,7,1,360607,21.88,0.2344,8,INCREASE_SIP
37908,35749,5,low,3,beginner,1,0.49,265581,499139,0,False,10,13,764720,34.73,0.0,23,EMERGENCY_FUND_BUILD
72452,46329,6,low,5,expert,4,0.54,217489,111724,1045,True,18,2,329213,66.06,0.0144,20,INCREASE_SIP
54142,43215,1,low,2,expert,10,0.27,407415,330426,16097,True,20,7,737841,55.22,0.2973,27,SELL
21605,47746,5,high,4,beginner,5,0.59,118686,477269,0,False,20,9,595955,19.92,0.0,29,BUY
50497,42835,1,medium,0,intermediate,6,0.12,380538,59551,0,False,11,13,440089,86.47,0.0,24,SELL
54077,9570,8,high,3,beginner,5,0.52,238641,416837,0,False,8,8,655478,36.41,0.0,16,SWITCH_TO_EQUITY
25629,2880,9,high,0,intermediate,1,0.18,416110,436851,0,False,13,8,852961,48.78,0.0,21,HOLD
32297,23901,1,medium,3,intermediate,11,0.45,107111,451663,0,False,18,14,558774,19.17,0.0,32,SELL
92439,26955,6,medium,1,beginner,6,0.06,147552,69293,21550,True,1,7,216845,68.04,0.2331,8,INCREASE_SIP
22763,9934,3,low,3,expert,3,0.54,16379,31210,24652,True,0,8,47589,34.42,1.083,8,EMERGENCY_FUND_BUILD
30273,49702,5,high,0,intermediate,2,0.18,391259,302365,10234,True,20,12,693624,56.41,0.3381,32,CONTINUE_SIP
84435,16736,3,low,4,beginner,12,0.44,85752,85002,0,False,15,9,170754,50.22,0.0,24,SWITCH_TO_DEBT
43116,33256,5,low,3,expert,12,0.41,283147,74971,0,False,8,6,358118,79.07,0.0,14,SWITCH_TO_DEBT
62317,14811,14,high,1,expert,4,0.21,331181,424454,5797,True,2,7,755635,43.83,0.093,9,CONTINUE_SIP
56731,14068,8,medium,1,expert,6,0.23,34936,82200,20197,True,9,12,117136,29.83,0.356,21,CONTINUE_SIP
71455,22402,5,high,3,beginner,7,0.51,222345,333034,9471,True,15,0,555379,40.03,0.1325,15,CONTINUE_SIP
20136,2964,15,high,2,expert,8,0.36,351971,425744,19963,True,8,11,777715,45.26,0.9914,19,STOP_SIP
25750,45331,6,high,0,beginner,9,0.13,87191,7335,24855,True,14,13,94526,92.24,0.9652,27,REBALANCE
88774,4843,7,low,1,intermediate,5,0.18,212896,366121,0,False,0,2,579017,36.77,0.0,2,DIVERSIFY_PORTFOLIO
29121,3939,11,medium,1,expert,7,0.44,173332,393580,3768,True,10,2,566912,30.57,0.1294,12,HOLD
87300,35298,4,low,3,intermediate,10,0.31,346079,293888,21986,True,20,14,639967,54.08,0.2518,34,SWITCH_TO_DEBT
70522,29838,5,low,1,intermediate,10,0.45,471181,147834,0,False,8,6,619015,76.12,0.0,14,SWITCH_TO_DEBT
58886,9594,12,high,1,beginner,10,0.55,193409,433549,0,False,15,2,626958,30.85,0.0,17,SWITCH_TO_EQUITY
44133,8487,8,low,3,intermediate,12,0.26,429655,392780,0,False,0,2,822435,52.24,0.0,2,DIVERSIFY_PORTFOLIO
81365,4986,10,high,4,intermediate,5,0.38,211795,460615,0,False,6,8,672410,31.5,0.0,14,SWITCH_TO_EQUITY
64811,4026,14,high,1,expert,6,0.12,220665,463765,0,False,20,10,684430,32.24,0.0,30,SWITCH_TO_EQUITY
25912,3883,4,low,4,expert,4,0.24,430509,440931,0,False,0,14,871440,49.4,0.0,14,HOLD
65004,2997,6,low,0,expert,6,0.39,404257,89904,1025,True,4,14,494161,81.81,0.0158,18,STOP_SIP
99905,3825,6,high,3,intermediate,4,0.15,97933,436671,14975,True,20,0,534604,18.32,0.1499,20,BUY
88535,43617,9,low,5,expert,4,0.39,448665,270455,0,False,14,12,719120,62.39,0.0,26,START_SIP
26406,48775,10,low,1,expert,3,0.12,399465,43961,0,False,3,4,443426,90.09,0.0,7,REBALANCE
54629,11089,4,low,5,expert,5,0.51,329875,319157,0,False,7,12,649032,50.83,0.0,19,SWITCH_TO_DEBT
97994,3546,13,high,2,intermediate,8,0.34,38337,83930,0,False,16,15,122267,31.36,0.0,31,SWITCH_TO_EQUITY
28210,48323,12,medium,4,expert,7,0.51,40931,97387,13323,True,13,4,138318,29.59,0.4723,17,REDUCE_SIP
30800,20815,6,medium,0,beginner,11,0.31,124598,322342,19777,True,16,12,446940,27.88,0.6421,28,INCREASE_SIP
64811,4026,14,high,1,expert,6,0.12,220665,463765,0,False,20,10,684430,32.24,0.0,30,SWITCH_TO_EQUITY
40323,4214,12,low,5,intermediate,11,0.35,481698,19744,0,False,18,5,501442,96.06,0.0,23,REBALANCE
94744,33794,5,low,3,expert,5,0.52,266260,340675,0,False,1,0,606935,43.87,0.0,1,DIVERSIFY_PORTFOLIO
39622,32171,11,medium,5,expert,6,0.25,272385,155531,21210,True,16,7,427916,63.65,0.5353,23,REDUCE_SIP
83087,27048,2,medium,3,expert,8,0.23,416252,163452,0,False,14,10,579704,71.8,0.0,24,HOLD
21069,38928,2,medium,3,expert,7,0.37,412653,185749,0,False,4,12,598402,68.96,0.0,16,HOLD
88774,4843,7,low,1,intermediate,5,0.18,212896,366121,0,False,0,2,579017,36.77,0.0,2,DIVERSIFY_PORTFOLIO
23992,25707,1,high,2,expert,12,0.45,494744,109589,0,False,16,10,604333,81.87,0.0,26,SELL
57052,48319,1,high,5,expert,4,0.11,371161,24952,11633,True,7,8,396113,93.7,0.2039,15,SELL
56725,7511,12,high,2,expert,10,0.26,116530,310355,0,False,1,14,426885,27.3,0.0,15,BUY
86199,23441,9,medium,2,expert,5,0.22,262771,45487,477,True,12,0,308258,85.24,0.0055,12,REBALANCE
78446,35320,4,high,4,beginner,11,0.28,54930,150853,7469,True,14,6,205783,26.69,0.0952,20,CONTINUE_SIP
80998,8195,11,high,0,expert,1,0.26,105319,201967,0,False,20,15,307286,34.27,0.0,35,SWITCH_TO_EQUITY
56081,12744,12,low,0,expert,3,0.22,570,18662,11013,True,9,11,19232,2.96,0.1964,20,CONTINUE_SIP
30131,45369,13,low,0,expert,4,0.05,433128,240246,10658,True,11,5,673374,64.32,0.3537,16,INCREASE_SIP
42185,20464,1,medium,3,beginner,12,0.28,208674,486673,15703,True,5,14,695347,30.01,0.3722,19,SELL
62840,36048,3,low,0,expert,10,0.26,249591,120878,5286,True,19,6,370469,67.37,0.0841,25,SWITCH_TO_DEBT
63130,49082,4,low,1,beginner,9,0.54,454602,499285,21388,True,18,13,953887,47.66,0.3388,31,REDUCE_SIP
88515,29679,8,low,1,beginner,6,0.48,306051,483683,17349,True,1,7,789734,38.75,0.196,8,REDUCE_SIP
28738,5447,11,high,2,beginner,9,0.41,235295,357239,0,False,1,0,592534,39.71,0.0,1,SWITCH_TO_EQUITY
50720,16675,2,low,4,beginner,6,0.25,40956,13661,0,False,4,10,54617,74.99,0.0,14,SWITCH_TO_DEBT
40224,27778,3,low,3,expert,7,0.23,410372,406150,0,False,4,3,816522,50.26,0.0,7,SWITCH_TO_DEBT
57471,30527,9,medium,4,beginner,7,0.05,146933,303763,9257,True,17,1,450696,32.6,0.1611,18,INCREASE_SIP
66211,36288,1,medium,1,intermediate,7,0.49,157879,359765,0,False,2,2,517644,30.5,0.0,4,SELL
36309,4728,11,high,1,intermediate,8,0.11,211169,424125,16004,True,4,14,635294,33.24,0.4408,18,SWITCH_TO_EQUITY
70513,42975,2,medium,1,intermediate,9,0.27,67566,284097,1937,True,11,4,351663,19.21,0.0275,15,HOLD
57548,49350,9,medium,4,beginner,12,0.52,348522,489710,6695,True,0,4,838232,41.58,0.1163,4,INCREASE_SIP
44143,7307,4,low,0,beginner,2,0.26,88692,270852,0,False,1,1,359544,24.67,0.0,2,DIVERSIFY_PORTFOLIO
62043,42235,3,medium,2,beginner,5,0.59,68161,406649,0,False,1,2,474810,14.36,0.0,3,HOLD
29066,39946,5,high,4,expert,5,0.51,263001,197866,0,False,0,15,460867,57.07,0.0,15,HOLD
81726,4768,12,high,0,intermediate,7,0.29,114395,233054,0,False,0,10,347449,32.92,0.0,10,SWITCH_TO_EQUITY
40662,42645,12,medium,4,intermediate,7,0.59,244447,9625,0,False,20,5,254072,96.21,0.0,25,REBALANCE
90655,2741,7,medium,1,beginner,10,0.47,91962,461704,1106,True,18,12,553666,16.61,0.0122,30,STOP_SIP
88323,5101,15,low,1,intermediate,10,0.31,58068,382574,21925,True,18,9,440642,13.18,0.2482,27,CONTINUE_SIP
55851,3546,10,low,3,intermediate,8,0.55,23519,291375,0,False,4,9,314894,7.47,0.0,13,HOLD
28738,5447,11,high,2,beginner,9,0.41,235295,357239,0,False,1,0,592534,39.71,0.0,1,SWITCH_TO_EQUITY
67708,2260,3,low,3,beginner,8,0.54,239314,170171,4404,True,14,12,409485,58.44,0.065,26,STOP_SIP
65272,11142,5,high,0,expert,7,0.0,216813,13585,11834,True,17,1,230398,94.1,0.1813,18,REBALANCE
83874,12781,4,low,1,expert,11,0.14,259629,87258,24865,True,18,7,346887,74.85,0.2965,25,SWITCH_TO_DEBT
47810,5993,3,low,5,beginner,11,0.59,375903,308749,159,True,18,0,684652,54.9,0.0033,18,SWITCH_TO_DEBT
63401,35501,2,medium,5,expert,7,0.37,57442,287106,0,False,18,4,344548,16.67,0.0,22,HOLD
94328,14281,9,low,1,beginner,7,0.03,49688,89315,18827,True,5,9,139003,35.75,0.1996,14,CONTINUE_SIP
72921,4910,13,high,4,intermediate,10,0.03,82025,234673,6066,True,14,13,316698,25.9,0.0832,27,BUY
83261,19574,2,high,3,beginner,11,0.19,384299,182143,0,False,5,6,566442,67.84,0.0,11,HOLD
28738,5447,11,high,2,beginner,9,0.41,235295,357239,0,False,1,0,592534,39.71,0.0,1,SWITCH_TO_EQUITY
74808,25109,5,high,1,expert,4,0.1,332666,278160,0,False,3,13,610826,54.46,0.0,16,HOLD
84729,15690,1,high,5,intermediate,12,0.32,323089,137005,0,False,6,1,460094,70.22,0.0,7,SELL
41395,44549,4,high,5,intermediate,7,0.49,165672,259500,24608,True,11,0,425172,38.97,0.5945,11,REDUCE_SIP
89959,2073,6,high,0,expert,12,0.58,298169,457767,15669,True,1,4,755936,39.44,0.1742,5,STOP_SIP
97462,35667,11,low,3,beginner,5,0.17,84783,154562,0,False,2,13,239345,35.42,0.0,15,START_SIP
57265,5183,8,high,0,expert,12,0.04,325009,83147,0,False,1,1,408156,79.63,0.0,2,DIVERSIFY_PORTFOLIO
91939,5655,6,high,3,intermediate,6,0.27,36035,446960,0,False,4,0,482995,7.46,0.0,4,BUY
40102,44311,2,medium,1,beginner,5,0.09,498377,277845,0,False,8,11,776222,64.21,0.0,19,HOLD
77761,13862,2,medium,0,intermediate,9,0.28,124642,5503,17859,True,4,9,130145,95.77,0.2297,13,REBALANCE
29436,20344,2,low,1,expert,3,0.37,268829,185344,17725,True,7,8,454173,59.19,0.6022,15,SWITCH_TO_DEBT
48380,13371,6,medium,3,beginner,12,0.44,445194,258761,0,False,0,10,703955,63.24,0.0,10,START_SIP
60391,29933,15,medium,1,expert,5,0.04,69466,53716,0,False,13,11,123182,56.39,0.0,24,START_SIP
26862,43286,5,low,1,expert,11,0.26,310160,286675,1341,True,4,4,596835,51.97,0.0499,8,SWITCH_TO_DEBT
48769,33742,12,medium,0,beginner,11,0.23,395907,166881,0,False,18,8,562788,70.35,0.0,26,START_SIP
29916,38439,3,low,3,beginner,10,0.06,95874,61871,0,False,8,14,157745,60.78,0.0,22,SWITCH_TO_DEBT
67662,38963,6,low,0,beginner,9,0.53,246278,123195,0,False,19,4,369473,66.66,0.0,23,START_SIP
84471,14022,7,high,5,expert,10,0.44,4856,167775,0,False,8,2,172631,2.81,0.0,10,START_SIP
92867,49897,1,high,5,expert,6,0.26,370263,488269,0,False,3,14,858532,43.13,0.0,17,SELL
66167,7834,11,high,5,beginner,12,0.51,41042,229314,0,False,18,5,270356,15.18,0.0,23,BUY
45939,45176,3,low,4,intermediate,4,0.11,155446,371996,0,False,2,0,527442,29.47,0.0,2,DIVERSIFY_PORTFOLIO
97972,20674,14,medium,1,expert,9,0.31,117254,77890,6042,True,1,15,195144,60.09,0.0617,16,INCREASE_SIP
92847,24661,15,low,2,intermediate,10,0.34,246,468290,11047,True,11,15,468536,0.05,0.119,26,INCREASE_SIP
29032,7291,8,high,1,beginner,11,0.47,174444,263995,0,False,6,4,438439,39.79,0.0,10,SWITCH_TO_EQUITY
69429,28545,5,medium,4,expert,12,0.44,229686,477814,0,False,15,4,707500,32.46,0.0,19,HOLD
32303,13672,7,medium,4,intermediate,11,0.06,232426,152786,15830,True,4,14,385212,60.34,0.49,18,REDUCE_SIP
60544,2485,14,medium,0,expert,9,0.58,360841,280522,7220,True,9,12,641363,56.26,0.1193,21,STOP_SIP
85633,12492,6,low,2,expert,10,0.09,55444,258713,18372,True,11,7,314157,17.65,0.2145,18,CONTINUE_SIP
85901,16860,9,high,0,intermediate,1,0.27,469843,66834,21951,True,11,0,536677,87.55,0.2555,11,REBALANCE
88580,48332,10,low,2,intermediate,10,0.44,127769,427237,14153,True,19,13,555006,23.02,0.1598,32,REDUCE_SIP
68423,4612,6,low,2,expert,3,0.6,426243,60533,0,False,5,7,486776,87.56,0.0,12,REBALANCE
44911,46667,4,medium,1,intermediate,6,0.45,163986,425445,0,False,16,1,589431,27.82,0.0,17,HOLD
39215,9609,1,medium,0,expert,3,0.3,261046,213989,0,False,15,14,475035,54.95,0.0,29,SELL
77804,2601,13,medium,0,intermediate,12,0.18,405599,386565,0,False,0,0,792164,51.2,0.0,0,DIVERSIFY_PORTFOLIO
93551,10292,13,low,2,beginner,6,0.35,255998,397579,13720,True,9,5,653577,39.17,0.1467,14,CONTINUE_SIP
24454,11740,15,high,1,beginner,7,0.54,267006,256852,0,False,12,15,523858,50.97,0.0,27,START_SIP
57756,30788,2,high,0,beginner,4,0.43,299956,44464,19978,True,3,1,344420,87.09,0.3459,4,REBALANCE
93719,19259,2,low,1,intermediate,10,0.14,29813,390287,12682,True,1,0,420100,7.1,0.1353,1,DIVERSIFY_PORTFOLIO
21082,13226,1,high,4,expert,4,0.52,344842,347260,15974,True,15,15,692102,49.83,0.7577,30,SELL
23453,33902,13,high,5,intermediate,11,0.36,122043,247314,8889,True,16,9,369357,33.04,0.379,25,REDUCE_SIP
70649,45190,8,medium,2,expert,8,0.24,31045,60490,0,False,5,7,91535,33.92,0.0,12,START_SIP
23823,42181,2,high,4,beginner,10,0.03,16832,329848,0,False,20,6,346680,4.86,0.0,26,BUY
73326,15235,2,high,5,intermediate,8,0.04,353768,450251,4604,True,0,11,804019,44.0,0.0628,11,HOLD
98538,10330,5,medium,3,beginner,6,0.2,414319,3685,0,False,7,6,418004,99.12,0.0,13,REBALANCE
37087,12966,14,medium,0,expert,12,0.45,223537,398645,0,False,13,2,622182,35.93,0.0,15,START_SIP
91820,16422,4,high,5,beginner,6,0.44,396336,349079,21391,True,13,14,745415,53.17,0.233,27,REDUCE_SIP
85408,17436,13,low,1,beginner,10,0.3,53109,239661,0,False,8,10,292770,18.14,0.0,18,START_SIP
36535,17139,4,medium,4,beginner,7,0.26,191926,227870,0,False,1,1,419796,45.72,0.0,2,DIVERSIFY_PORTFOLIO
54571,3553,5,medium,1,expert,9,0.22,408143,309286,0,False,5,7,717429,56.89,0.0,12,HOLD
57265,5183,8,high,0,expert,12,0.04,325009,83147,0,False,1,1,408156,79.63,0.0,2,DIVERSIFY_PORTFOLIO
69410,44683,15,medium,0,expert,8,0.42,274323,465291,24550,True,13,13,739614,37.09,0.3537,26,REDUCE_SIP
94248,27481,4,high,5,expert,1,0.21,145897,192410,22057,True,10,5,338307,43.13,0.234,15,EMERGENCY_FUND_BUILD
21307,3265,11,high,1,intermediate,10,0.28,41642,185721,0,False,5,2,227363,18.32,0.0,7,BUY
42606,18746,12,low,4,beginner,8,0.03,355767,62929,11350,True,15,6,418696,84.97,0.2664,21,REBALANCE
59685,9188,14,high,1,intermediate,1,0.43,346221,478452,0,False,0,12,824673,41.98,0.0,12,EMERGENCY_FUND_BUILD
51325,5764,14,high,1,intermediate,11,0.37,226041,389098,0,False,4,12,615139,36.75,0.0,16,SWITCH_TO_EQUITY
53826,17259,5,high,4,intermediate,4,0.52,68236,315848,19052,True,14,8,384084,17.77,0.354,22,REDUCE_SIP
23657,16691,8,medium,5,expert,6,0.09,107059,157940,17873,True,0,1,264999,40.4,0.7555,1,REDUCE_SIP
81477,43382,1,high,3,intermediate,8,0.27,77170,367784,0,False,3,10,444954,17.34,0.0,13,SELL
81726,4768,12,high,0,intermediate,7,0.29,114395,233054,0,False,0,10,347449,32.92,0.0,10,SWITCH_TO_EQUITY
74021,4809,10,medium,1,intermediate,4,0.04,105101,268722,0,False,18,3,373823,28.12,0.0,21,HOLD
35282,13845,6,high,3,expert,8,0.08,337522,344650,10207,True,17,2,682172,49.48,0.2893,19,CONTINUE_SIP
36375,13920,2,low,3,expert,7,0.44,367978,230240,0,False,10,12,598218,61.51,0.0,22,SWITCH_TO_DEBT
82601,48720,9,low,5,beginner,0,0.6,401209,429209,9971,True,16,9,830418,48.31,0.1207,25,EMERGENCY_FUND_BUILD
96396,12225,14,high,0,beginner,0,0.39,458570,231922,24169,True,14,1,690492,66.41,0.2507,15,EMERGENCY_FUND_BUILD
48281,18830,1,low,4,intermediate,10,0.18,434232,258661,0,False,9,11,692893,62.67,0.0,20,SELL
44425,30590,4,high,2,expert,8,0.28,6598,377956,12030,True,5,6,384554,1.72,0.2708,11,CONTINUE_SIP
93770,17288,1,medium,5,intermediate,4,0.34,210495,401207,0,False,8,6,611702,34.41,0.0,14,SELL
24752,9675,3,low,3,intermediate,7,0.38,238583,67413,0,False,13,4,305996,77.97,0.0,17,SWITCH_TO_DEBT
34549,7138,12,medium,1,expert,11,0.37,73652,93594,0,False,5,6,167246,44.04,0.0,11,HOLD
41125,47904,4,low,2,beginner,9,0.49,219490,60746,0,False,8,4,280236,78.32,0.0,12,SWITCH_TO_DEBT
51608,35368,5,high,0,beginner,11,0.28,159511,405185,4626,True,18,8,564696,28.25,0.0896,26,CONTINUE_SIP
38890,5770,13,high,1,beginner,4,0.05,120805,228991,0,False,2,2,349796,34.54,0.0,4,SWITCH_TO_EQUITY
99614,40409,13,medium,4,beginner,4,0.57,180943,139189,0,False,15,15,320132,56.52,0.0,30,START_SIP
71628,47856,4,high,1,beginner,5,0.09,423403,497593,6616,True,3,8,920996,45.97,0.0924,11,CONTINUE_SIP
86320,18963,15,low,0,intermediate,1,0.11,387802,459042,9766,True,0,8,846844,45.79,0.1131,8,INCREASE_SIP
99057,3237,9,high,2,expert,5,0.02,5370,19612,0,False,19,9,24982,21.5,0.0,28,BUY
80839,42310,14,medium,3,expert,12,0.4,124279,460456,0,False,11,7,584735,21.25,0.0,18,START_SIP
36569,22924,11,high,4,intermediate,5,0.34,72822,47067,0,False,18,11,119889,60.74,0.0,29,START_SIP
94744,33794,5,low,3,expert,5,0.52,266260,340675,0,False,1,0,606935,43.87,0.0,1,DIVERSIFY_PORTFOLIO
68280,36162,4,medium,4,intermediate,8,0.08,221532,308810,0,False,2,9,530342,41.77,0.0,11,HOLD
94842,8371,10,high,0,expert,11,0.25,153144,497936,0,False,2,6,651080,23.52,0.0,8,BUY
37500,29873,1,medium,0,expert,5,0.49,161544,453806,1026,True,0,6,615350,26.25,0.0274,6,SELL
75863,35272,2,medium,2,beginner,10,0.4,113812,257595,0,False,0,1,371407,30.64,0.0,1,DIVERSIFY_PORTFOLIO
35858,17264,6,medium,5,intermediate,8,0.6,348936,10085,22407,True,10,14,359021,97.19,0.6249,24,REBALANCE
53411,17126,13,low,0,intermediate,6,0.29,309052,263776,21013,True,14,15,572828,53.95,0.3934,29,INCREASE_SIP
50255,2355,15,medium,1,beginner,11,0.55,302952,296039,18592,True,16,10,598991,50.58,0.37,26,STOP_SIP
57146,47277,4,low,5,expert,4,0.39,18257,189849,7228,True,13,0,208106,8.77,0.1265,13,CONTINUE_SIP
74199,34208,3,low,5,intermediate,11,0.31,224010,84876,16305,True,20,8,308886,72.52,0.2197,28,SWITCH_TO_DEBT
89918,34812,3,medium,0,beginner,7,0.33,253286,239919,16112,True,10,2,493205,51.36,0.1792,12,HOLD
65111,6412,15,high,3,expert,4,0.02,220239,396745,0,False,12,14,616984,35.7,0.0,26,SWITCH_TO_EQUITY
76381,9227,1,high,4,intermediate,8,0.18,263491,273020,0,False,15,10,536511,49.11,0.0,25,SELL
76440,38810,3,low,2,expert,7,0.02,179577,305754,6461,True,15,7,485331,37.0,0.0845,22,HOLD
41058,8014,9,medium,0,expert,6,0.32,17179,253438,0,False,1,1,270617,6.35,0.0,2,DIVERSIFY_PORTFOLIO
38890,5770,13,high,1,beginner,4,0.05,120805,228991,0,False,2,2,349796,34.54,0.0,4,SWITCH_TO_EQUITY
89110,34554,5,high,0,intermediate,10,0.2,204792,148520,3043,True,1,11,353312,57.96,0.0341,12,CONTINUE_SIP
51419,19982,5,high,3,beginner,4,0.34,69296,169530,0,False,13,1,238826,29.02,0.0,14,BUY
41352,11419,4,low,1,beginner,1,0.27,246227,263904,0,False,0,11,510131,48.27,0.0,11,EMERGENCY_FUND_BUILD
68226,3147,3,low,1,beginner,5,0.11,229842,351099,4777,True,6,2,580941,39.56,0.07,8,HOLD
65991,12288,3,high,5,intermediate,5,0.17,35843,499859,13912,True,4,13,535702,6.69,0.2108,17,BUY
44143,7307,4,low,0,beginner,2,0.26,88692,270852,0,False,1,1,359544,24.67,0.0,2,DIVERSIFY_PORTFOLIO
